add-none,10,1231,24620,839500,34,0
add-none,10,1241,24820,917500,36,0
add-none,10,1251,25020,899200,35,0
add-none,10,1261,25220,919300,36,0
add-none,10,1271,25420,897900,35,0
add-none,10,1281,25620,912200,35,0
add-none,10,1291,25820,913100,35,0
add-none,10,1301,26020,888200,34,0
add-none,10,1311,26220,914700,34,0
add-none,10,1321,26420,880400,33,0
add-none,10,1331,26620,837900,31,0
add-none,10,1341,26820,921500,34,0
add-none,10,1351,27020,929300,34,0
add-none,10,1361,27220,912600,33,0
add-none,10,1371,27420,892100,32,0
add-none,10,1381,27620,980200,35,0
add-none,10,1391,27820,944900,33,0
add-none,10,1401,28020,896800,32,0
add-none,10,1411,28220,928600,32,0
add-none,10,1421,28420,901700,31,0
add-none,10,1431,28620,889100,31,0
add-none,10,1441,28820,893500,31,0
add-none,10,1451,29020,899500,30,0
add-none,10,1461,29220,957300,32,0
add-none,10,1471,29420,914500,31,0
add-none,10,1481,29620,924200,31,0
add-none,10,1491,29820,906900,30,0
add-none,10,1501,30020,1007100,33,0
add-none,10,1511,30220,901800,29,0
add-none,10,1521,30420,930700,30,0
add-none,10,1531,30620,904700,29,0
add-none,10,1541,30820,927800,30,0
add-none,10,1551,31020,900400,29,0
add-none,10,1561,31220,981100,31,0
add-none,10,1571,31420,935500,29,0
add-none,10,1581,31620,945800,29,0
add-none,10,1591,31820,918300,28,0
add-none,10,1601,32020,888900,27,0
add-none,10,1611,32220,773600,24,0
add-none,10,1621,32420,948000,29,0
add-none,10,1631,32620,1011300,31,0
add-none,10,1641,32820,936000,28,0
add-none,10,1651,33020,842300,25,0
add-none,10,1661,33220,918400,27,0
add-none,10,1671,33420,851200,25,0
add-none,10,1681,33620,912800,27,0
add-none,10,1691,33820,915800,27,0
add-none,10,1701,34020,981100,28,0
add-none,10,1711,34220,907800,26,0
add-none,10,1721,34420,926200,26,0
add-none,10,1731,34620,934300,26,0
add-none,10,1741,34820,900400,25,0
add-none,10,1751,35020,908800,25,0
add-none,10,1761,35220,940300,26,0
add-none,10,1771,35420,930900,26,0
add-none,10,1781,35620,927500,26,0
add-none,10,1791,35820,924300,25,0
add-none,10,1801,36020,889300,24,0
add-none,10,1811,36220,905400,24,0
add-none,10,1821,36420,891200,24,0
add-none,10,1831,36620,904200,24,0
add-none,10,1841,36820,867400,23,0
add-none,10,1851,37020,924600,24,0
add-none,10,1861,37220,900100,24,0
add-none,10,1871,37420,951000,25,0
add-none,10,1881,37620,842200,22,0
add-none,10,1891,37820,926500,24,0
add-none,10,1901,38020,916100,24,0
add-none,10,1911,38220,999800,26,0
add-none,10,1921,38420,939400,24,0
add-none,10,1931,38620,900000,23,0
add-none,10,1941,38820,912200,23,0
add-none,10,1951,39020,912200,23,0
add-none,10,1961,39220,901900,22,0
add-none,10,1971,39420,913200,23,0
add-none,10,1981,39620,926400,23,0
add-none,10,1991,39820,959900,24,0
add-none,10,2001,40020,930200,23,0
add-none,10,2011,40220,890900,22,0
add-none,10,2021,40420,953800,23,0
add-none,10,2031,40620,900100,22,0
add-none,10,2041,40820,912200,22,0
add-none,10,2051,41020,898900,21,0
add-none,10,2061,41220,916100,22,0
add-none,10,2071,41420,893300,21,0
add-none,10,2081,41620,934200,22,0
add-none,10,2091,41820,944300,22,0
add-none,10,2101,42020,911500,21,0
add-none,10,2111,42220,904000,21,0
add-none,10,2121,42420,911100,21,0
add-none,10,2131,42620,909800,21,0
add-none,10,2141,42820,886800,20,0
add-none,10,2151,43020,919700,21,0
add-none,10,2161,43220,896800,20,0
add-none,10,2171,43420,880400,20,0
add-none,10,2181,43620,895100,20,0
add-none,10,2191,43820,939500,21,0
add-none,10,2201,44020,918200,20,0
add-none,10,2211,44220,905100,20,0
add-none,10,2221,44420,928600,20,0
add-none,10,2231,44620,896600,20,0
add-none,10,2241,44820,914900,20,0
add-none,10,2251,45020,930800,20,0
add-none,10,2261,45220,907500,20,0
add-none,10,2271,45420,913600,20,0
add-none,10,2281,45620,914500,20,0
add-none,10,2291,45820,916300,19,0
add-none,10,2301,46020,913100,19,0
add-none,10,2311,46220,779200,16,0
add-none,10,2321,46420,964900,20,0
add-none,10,2331,46620,890800,19,0
add-none,10,2341,46820,934800,19,0
add-none,10,2351,47020,989500,21,0
add-none,10,2361,47220,938300,19,0
add-none,10,2371,47420,939700,19,0
add-none,10,2381,47620,893900,18,0
add-none,10,2391,47820,869000,18,0
add-none,10,2401,48020,925800,19,0
add-none,10,2411,48220,857700,17,0
add-none,10,2421,48420,930200,19,0
add-none,10,2431,48620,918100,18,0
add-none,10,2441,48820,884900,18,0
add-none,10,2451,49020,877700,17,0
add-none,10,2461,49220,880400,17,0
add-none,10,2471,49420,902200,18,0
add-none,10,2481,49620,949600,19,0
add-none,10,2491,49820,894300,17,0
add-none,10,2501,50020,924500,18,0
add-none,10,2511,50220,903800,17,0
add-none,10,2521,50420,911300,18,0
add-none,10,2531,50620,888600,17,0
add-none,10,2541,50820,807100,15,0
add-none,10,2551,51020,911400,17,0
add-none,10,2561,51220,903900,17,0
add-none,10,2571,51420,946200,18,0
add-none,10,2581,51620,913600,17,0
add-none,10,2591,51820,914300,17,0
add-none,10,2601,52020,919200,17,0
add-none,10,2611,52220,954600,18,8368
add-none,10,2621,52420,909000,17,0
add-none,10,2631,52620,909700,17,0
add-none,10,2641,52820,907300,17,0
add-none,10,2651,53020,919900,17,0
add-none,10,2661,53220,957000,17,0
add-none,10,2671,53420,922600,17,0
add-none,10,2681,53620,920200,17,0
add-none,10,2691,53820,951200,17,0
add-none,10,2701,54020,931400,17,0
add-none,10,2711,54220,921500,16,0
add-none,10,2721,54420,1000200,18,0
add-none,10,2731,54620,942800,17,0
add-none,10,2741,54820,1026700,18,0
add-none,10,2751,55020,930700,16,0
add-none,10,2761,55220,920200,16,0
add-none,10,2771,55420,939000,16,0
add-none,10,2781,55620,932800,16,0
add-none,10,2791,55820,952400,17,0
add-none,10,2801,56020,950200,16,0
add-none,10,2811,56220,937000,16,0
add-none,10,2821,56420,900200,15,0
add-none,10,2831,56620,885100,15,0
add-none,10,2841,56820,960500,16,0
add-none,10,2851,57020,943300,16,0
add-none,10,2861,57220,905300,15,0
add-none,10,2871,57420,958300,16,0
add-none,10,2881,57620,916900,15,0
add-none,10,2891,57820,919200,15,0
add-none,10,2901,58020,921900,15,0
add-none,10,2911,58220,906900,15,0
add-none,10,2921,58420,968700,16,0
add-none,10,2931,58620,904000,15,0
add-none,10,2941,58820,889600,15,0
add-none,10,2951,59020,914900,15,0
add-none,10,2961,59220,890400,15,0
add-none,10,2971,59420,931600,15,0
add-none,10,2981,59620,932100,15,0
add-none,10,2991,59820,916000,15,0
add-none,10,3001,60020,913300,15,0
add-none,10,3011,60220,946700,15,0
add-none,10,3021,60420,928800,15,0
add-none,10,3031,60620,884800,14,0
add-none,10,3041,60820,937500,15,0
add-none,10,3051,61020,916100,15,0
add-none,10,3061,61220,910300,14,0
add-none,10,3071,61420,933200,15,0
add-none,10,3081,61620,934900,15,0
add-none,10,3091,61820,917200,14,0
add-none,10,3101,62020,974700,15,0
add-none,10,3111,62220,890800,14,0
add-none,10,3121,62420,924700,14,0
add-none,10,3131,62620,962400,15,0
add-none,10,3141,62820,936200,14,0
add-none,10,3151,63020,930100,14,0
add-none,10,3161,63220,916200,14,0
add-none,10,3171,63420,905400,14,0
add-none,10,3181,63620,931900,14,0
add-none,10,3191,63820,936900,14,0
add-none,10,3201,64020,994400,15,0
add-none,10,3211,64220,932300,14,0
add-none,10,3221,64420,905300,14,0
add-none,10,3231,64620,901200,13,0
add-none,10,3241,64820,959700,14,0
add-none,10,3251,65020,954600,14,0
add-none,10,3261,65220,923800,14,0
add-none,10,3271,65420,910100,13,0
add-none,10,3281,65620,915700,13,0
add-none,10,3291,65820,937900,14,0
add-none,10,3301,66020,914900,13,0
add-none,10,3311,66220,891000,13,0
add-none,10,3321,66420,924400,13,0
add-none,10,3331,66620,904900,13,0
add-none,10,3341,66820,913100,13,0
add-none,10,3351,67020,900700,13,0
add-none,10,3361,67220,924500,13,0
add-none,10,3371,67420,889700,13,0
add-none,10,3381,67620,924400,13,0
add-none,10,3391,67820,930800,13,0
add-none,10,3401,68020,942300,13,0
add-none,10,3411,68220,920300,13,0
add-none,10,3421,68420,897400,13,0
add-none,10,3431,68620,962000,14,0
add-none,10,3441,68820,915100,13,0
add-none,10,3451,69020,940300,13,0
add-none,10,3461,69220,925000,13,0
add-none,10,3471,69420,909700,13,0
add-none,10,3481,69620,915800,13,0
add-none,10,3491,69820,952100,13,0
add-none,10,3501,70020,897400,12,0
add-none,10,3511,70220,898600,12,0
add-none,10,3521,70420,911700,12,0
add-none,10,3531,70620,892700,12,0
add-none,10,3541,70820,938000,13,0
add-none,10,3551,71020,965600,13,0
add-none,10,3561,71220,949700,13,0
add-none,10,3571,71420,898800,12,0
add-none,10,3581,71620,921900,12,0
add-none,10,3591,71820,927600,12,0
add-none,10,3601,72020,884400,12,0
add-none,10,3611,72220,932100,12,0
add-none,10,3621,72420,970900,13,0
add-none,10,3631,72620,915900,12,0
add-none,10,3641,72820,917600,12,0
add-none,10,3651,73020,948200,12,0
add-none,10,3661,73220,963500,13,0
add-none,10,3671,73420,920800,12,0
add-none,10,3681,73620,926300,12,0
add-none,10,3691,73820,896300,12,0
add-none,10,3701,74020,922400,12,0
add-none,10,3711,74220,918500,12,0
add-none,10,3721,74420,909700,12,0
add-none,10,3731,74620,889500,11,0
add-none,10,3741,74820,997800,13,0
add-none,10,3751,75020,894900,11,0
add-none,10,3761,75220,913100,12,0
add-none,10,3771,75420,929100,12,0
add-none,10,3781,75620,902400,11,0
add-none,10,3791,75820,962500,12,0
add-none,10,3801,76020,961400,12,0
add-none,10,3811,76220,831600,10,0
add-none,10,3821,76420,939800,12,0
add-none,10,3831,76620,942200,12,0
add-none,10,3841,76820,962300,12,0
add-none,10,3851,77020,963200,12,0
add-none,10,3861,77220,949400,12,0
add-none,10,3871,77420,933500,12,0
add-none,10,3881,77620,894300,11,0
add-none,10,3891,77820,915900,11,0
add-none,10,3901,78020,893900,11,0
add-none,10,3911,78220,1003100,12,0
add-none,10,3921,78420,922200,11,0
add-none,10,3931,78620,900600,11,0
add-none,10,3941,78820,920900,11,0
add-none,10,3951,79020,904300,11,0
add-none,10,3961,79220,892000,11,0
add-none,10,3971,79420,916900,11,0
add-none,10,3981,79620,914800,11,0
add-none,10,3991,79820,924500,11,0
add-none,10,4001,80020,918200,11,0
add-none,10,4011,80220,962900,12,0
add-none,10,4021,80420,939500,11,0
add-none,10,4031,80620,1022700,12,0
add-none,10,4041,80820,939800,11,0
add-none,10,4051,81020,915600,11,0
add-none,10,4061,81220,949400,11,0
add-none,10,4071,81420,924700,11,0
add-none,10,4081,81620,914500,11,0
add-none,10,4091,81820,961500,11,0
add-none,10,4101,82020,945400,11,0
add-none,10,4111,82220,907200,11,0
add-none,10,4121,82420,908200,11,0
add-none,10,4131,82620,905700,10,0
add-none,10,4141,82820,897800,10,0
add-none,10,4151,83020,983700,11,0
add-none,10,4161,83220,906900,10,0
add-none,10,4171,83420,917900,11,0
add-none,10,4181,83620,915700,10,0
add-none,10,4191,83820,932900,11,0
add-none,10,4201,84020,900100,10,0
add-none,10,4211,84220,967000,11,0
add-none,10,4221,84420,909200,10,0
add-none,10,4231,84620,914900,10,0
add-none,10,4241,84820,921200,10,0
add-none,10,4251,85020,945500,11,0
add-none,10,4261,85220,902700,10,0
add-none,10,4271,85420,866400,10,0
add-none,10,4281,85620,986000,11,0
add-none,10,4291,85820,907700,10,0
add-none,10,4301,86020,855800,9,0
add-none,10,4311,86220,909600,10,0
add-none,10,4321,86420,913600,10,0
add-none,10,4331,86620,1039800,12,0
add-none,10,4341,86820,1006600,11,0
add-none,10,4351,87020,906100,10,0
add-none,10,4361,87220,927000,10,0
add-none,10,4371,87420,817500,9,0
add-none,10,4381,87620,936000,10,0
add-none,10,4391,87820,908600,10,0
add-none,10,4401,88020,928400,10,0
add-none,10,4411,88220,912000,10,0
add-none,10,4421,88420,938800,10,0
add-none,10,4431,88620,917600,10,0
add-none,10,4441,88820,904800,10,0
add-none,10,4451,89020,951900,10,0
add-none,10,4461,89220,896700,10,0
add-none,10,4471,89420,929000,10,0
add-none,10,4481,89620,913400,10,0
add-none,10,4491,89820,920300,10,0
add-none,10,4501,90020,939700,10,0
add-none,10,4511,90220,935300,10,0
add-none,10,4521,90420,952000,10,0
add-none,10,4531,90620,933500,10,0
add-none,10,4541,90820,889700,9,0
add-none,10,4551,91020,910600,10,0
add-none,10,4561,91220,924800,10,0
add-none,10,4571,91420,928300,10,0
add-none,10,4581,91620,1143300,12,0
add-none,10,4591,91820,879800,9,1664
add-none,10,4601,92020,900100,9,0
add-none,10,4611,92220,847300,9,0
add-none,10,4621,92420,1058300,11,0
add-none,10,4631,92620,954200,10,0
add-none,10,4641,92820,888400,9,0
add-none,10,4651,93020,930700,10,0
add-none,10,4661,93220,902900,9,0
add-none,10,4671,93420,910400,9,0
add-none,10,4681,93620,956000,10,0
add-none,10,4691,93820,919900,9,0
add-none,10,4701,94020,912000,9,0
add-none,10,4711,94220,907500,9,0
add-none,10,4721,94420,948200,10,0
add-none,10,4731,94620,928900,9,0
add-none,10,4741,94820,900700,9,0
add-none,10,4751,95020,958900,10,0
add-none,10,4761,95220,915500,9,0
add-none,10,4771,95420,902000,9,0
add-none,10,4781,95620,947300,9,0
add-none,10,4791,95820,916000,9,0
add-none,10,4801,96020,971700,10,0
add-none,10,4811,96220,931400,9,0
add-none,10,4821,96420,921900,9,0
add-none,10,4831,96620,903700,9,0
add-none,10,4841,96820,909900,9,0
add-none,10,4851,97020,978900,10,0
add-none,10,4861,97220,977700,10,0
add-none,10,4871,97420,977600,10,0
add-none,10,4881,97620,941100,9,0
add-none,10,4891,97820,944600,9,0
add-none,10,4901,98020,897200,9,0
add-none,10,4911,98220,924400,9,0
add-none,10,4921,98420,980400,9,0
add-none,10,4931,98620,1002500,10,0
add-none,10,4941,98820,925900,9,0
add-none,10,4951,99020,905900,9,0
add-none,10,4961,99220,917800,9,0
add-none,10,4971,99420,922300,9,0
add-none,10,4981,99620,938400,9,0
add-none,10,4991,99820,980700,9,0
add-none,10,5001,100020,917900,9,0
add-none,10,5011,100220,930100,9,0
add-none,10,5021,100420,937000,9,0
add-none,10,5031,100620,923800,9,0
add-none,10,5041,100820,920300,9,0
add-none,10,5051,101020,952800,9,0
add-none,10,5061,101220,914800,9,0
add-none,10,5071,101420,888600,8,0
add-none,10,5081,101620,883100,8,0
add-none,10,5091,101820,889200,8,0
add-none,10,5101,102020,932300,9,0
add-none,10,5111,102220,1004200,9,0
add-none,10,5121,102420,905000,8,0
add-none,10,5131,102620,898700,8,0
add-none,10,5141,102820,931500,9,0
add-none,10,5151,103020,973700,9,0
add-none,10,5161,103220,968100,9,0
add-none,10,5171,103420,918800,8,0
add-none,10,5181,103620,927000,8,0
add-none,10,5191,103820,903400,8,0
add-none,10,5201,104020,792600,7,0
add-none,10,5211,104220,900400,8,0
add-none,10,5221,104420,902100,8,0
add-none,10,5231,104620,921600,8,0
add-none,10,5241,104820,957700,9,0
add-none,10,5251,105020,996900,9,0
add-none,10,5261,105220,911500,8,0
add-none,10,5271,105420,976500,9,0
add-none,10,5281,105620,956500,9,0
add-none,10,5291,105820,919500,8,0
add-none,10,5301,106020,928800,8,0
add-none,10,5311,106220,887300,8,0
add-none,10,5321,106420,888900,8,0
add-none,10,5331,106620,917000,8,0
add-none,10,5341,106820,935300,8,0
add-none,10,5351,107020,946900,8,152
add-none,10,5361,107220,904300,8,0
add-none,10,5371,107420,923700,8,0
add-none,10,5381,107620,912800,8,0
add-none,10,5391,107820,956600,8,0
add-none,10,5401,108020,994000,9,0
add-none,10,5411,108220,921600,8,0
add-none,10,5421,108420,944300,8,0
add-none,10,5431,108620,904500,8,100
add-none,10,5441,108820,932900,8,0
add-none,10,5451,109020,938300,8,0
add-none,10,5461,109220,900400,8,0
add-none,10,5471,109420,1019300,9,-4442
add-none,10,5481,109620,960500,8,0
add-none,10,5491,109820,925200,8,0
add-none,10,5501,110020,936100,8,0
add-none,10,5511,110220,891400,8,0
add-none,10,5521,110420,929000,8,0
add-none,10,5531,110620,915700,8,0
add-none,10,5541,110820,936000,8,0
add-none,10,5551,111020,914900,8,0
add-none,10,5561,111220,946600,8,0
add-none,10,5571,111420,959700,8,0
add-none,10,5581,111620,944800,8,49
add-none,10,5591,111820,984000,8,0
add-none,10,5601,112020,894000,7,0
add-none,10,5611,112220,908000,8,0
add-none,10,5621,112420,901200,8,0
add-none,10,5631,112620,880800,7,0
add-none,10,5641,112820,1012700,8,406
add-none,10,5651,113020,945500,8,6445
add-none,10,5661,113220,911000,8,0
add-none,10,5671,113420,913600,8,120
add-none,10,5681,113620,972000,8,522
add-none,10,5691,113820,931700,8,0
add-none,10,5701,114020,981400,8,0
add-none,10,5711,114220,938800,8,0
add-none,10,5721,114420,946200,8,79
add-none,10,5731,114620,1037400,9,0
add-none,10,5741,114820,923400,8,0
add-none,10,5751,115020,907800,7,269
add-none,10,5761,115220,990200,8,0
add-none,10,5771,115420,927600,8,0
add-none,10,5781,115620,901000,7,0
add-none,10,5791,115820,979900,8,2012
add-none,10,5801,116020,919300,7,0
add-none,10,5811,116220,899600,7,0
add-none,10,5821,116420,847600,7,0
add-none,10,5831,116620,1026500,8,8500
add-none,10,5841,116820,978200,8,0
add-none,10,5851,117020,942600,8,0
add-none,10,5861,117220,976600,8,0
add-none,10,5871,117420,928400,7,0
add-none,10,5881,117620,946900,8,0
add-none,10,5891,117820,1040100,8,-3704
add-none,10,5901,118020,1025400,8,3203
add-none,10,5911,118220,1019400,8,73
add-none,10,5921,118420,891300,7,2527
add-none,10,5931,118620,881600,7,1079
add-none,10,5941,118820,880700,7,181
add-none,10,5951,119020,922100,7,3370
add-none,10,5961,119220,978300,8,-4782
add-none,10,5971,119420,950300,7,0
add-none,10,5981,119620,905700,7,0
add-none,10,5991,119820,1037500,8,0
add-none,10,6001,120020,912800,7,0
add-none,10,6011,120220,971800,8,0
add-none,10,6021,120420,897800,7,0
add-none,10,6031,120620,1010800,8,0
add-none,10,6041,120820,923000,7,0
add-none,10,6051,121020,978800,8,0
add-none,10,6061,121220,920000,7,0
add-none,10,6071,121420,941700,7,0
add-none,10,6081,121620,945500,7,0
add-none,10,6091,121820,923700,7,0
add-none,10,6101,122020,919500,7,26
add-none,10,6111,122220,968300,7,60
add-none,10,6121,122420,927400,7,8
add-none,10,6131,122620,943900,7,99
add-none,10,6141,122820,874800,7,0
add-none,10,6151,123020,954800,7,0
add-none,10,6161,123220,939300,7,4493
add-none,10,6171,123420,1003400,8,181
add-none,10,6181,123620,893600,7,0
add-none,10,6191,123820,899500,7,0
add-none,10,6201,124020,902500,7,-2715
add-none,10,6211,124220,952300,7,454
add-none,10,6221,124420,963700,7,0
add-none,10,6231,124620,951400,7,0
add-none,10,6241,124820,1106000,8,8616
add-none,10,6251,125020,1066400,8,-4319
add-none,10,6261,125220,972300,7,7380
add-none,10,6271,125420,898900,7,0
add-none,10,6281,125620,902200,7,195
add-none,10,6291,125820,913000,7,0
add-none,10,6301,126020,919000,7,321
add-none,10,6311,126220,970200,7,7090
add-none,10,6321,126420,1051600,8,8733
add-none,10,6331,126620,1099100,8,-4877
add-none,10,6341,126820,1096700,8,-4661
add-none,10,6351,127020,1061100,8,-12423
add-none,10,6361,127220,917600,7,0
add-none,10,6371,127420,911400,7,709
add-none,10,6381,127620,1068800,8,-6944
add-none,10,6391,127820,923900,7,75
add-none,10,6401,128020,947100,7,1442
add-none,10,6411,128220,1077200,8,-6460
add-none,10,6421,128420,1102000,8,1472
add-none,10,6431,128620,1082500,8,-1750
add-none,10,6441,128820,941300,7,0
add-none,10,6451,129020,1006700,7,5504
add-none,10,6461,129220,1102600,8,-3816
add-none,10,6471,129420,938800,7,213
add-none,10,6481,129620,1081500,8,-4495
add-none,10,6491,129820,1090200,8,-3813
add-none,10,6501,130020,1082300,8,-5682
add-none,10,6511,130220,951400,7,308
add-none,10,6521,130420,1099100,8,-806
add-none,10,6531,130620,1129100,8,-6827
add-none,10,6541,130820,1104000,8,-6158
add-none,10,6551,131020,923200,7,182
add-none,10,6561,131220,1053200,8,-4020
add-none,10,6571,131420,1085100,8,-5425
add-none,10,6581,131620,921700,7,0
add-none,10,6591,131820,914400,6,0
add-none,10,6601,132020,1095200,8,-5279
add-none,10,6611,132220,934500,7,181
add-none,10,6621,132420,1033500,7,2349
add-none,10,6631,132620,857500,6,-317
add-none,10,6641,132820,1106100,8,-9677
add-none,10,6651,133020,1071400,8,149
add-none,10,6661,133220,912900,6,223
add-none,10,6671,133420,1124400,8,3737
add-none,10,6681,133620,971600,7,0
add-none,10,6691,133820,1089600,8,-9627
add-none,10,6701,134020,1122700,8,-4698
add-none,10,6711,134220,905600,6,235
add-none,10,6721,134420,1090300,8,-8162
add-none,10,6731,134620,1097500,8,4864
add-none,10,6741,134820,1101600,8,-8726
add-none,10,6751,135020,961800,7,0
add-none,10,6761,135220,1062200,7,1789
add-none,10,6771,135420,1121800,8,-283
add-none,10,6781,135620,901800,6,0
add-none,10,6791,135820,1105300,8,-3324
add-none,10,6801,136020,1121400,8,2460
add-none,10,6811,136220,1127800,8,-351
add-none,10,6821,136420,1133900,8,7348
add-none,10,6831,136620,1108100,8,6916
add-none,10,6841,136820,1121500,8,6050
add-none,10,6851,137020,1015200,7,-970
add-none,10,6861,137220,1023400,7,238
add-none,10,6871,137420,1185300,8,5020
add-none,10,6881,137620,1119500,8,-3514
add-none,10,6891,137820,1076000,7,-394
add-none,10,6901,138020,1102600,7,-5451
add-none,10,6911,138220,1091500,7,-6628
add-none,10,6921,138420,1149400,8,-2740
add-none,10,6931,138620,1115400,8,14351
add-none,10,6941,138820,1156700,8,-1663
add-none,10,6951,139020,1201900,8,5265
add-none,10,6961,139220,1100500,7,-5470
add-none,10,6971,139420,1128600,8,-5504
add-none,10,6981,139620,907100,6,4233
add-none,10,6991,139820,1150400,8,-2755
add-none,10,7001,140020,907400,6,1155
add-none,10,7011,140220,1161600,8,2700
add-none,10,7021,140420,1131300,8,-4586
add-none,10,7031,140620,1126600,8,-8229
add-none,10,7041,140820,1110000,7,3247
add-none,10,7051,141020,977300,6,50
add-none,10,7061,141220,1158200,8,4564
add-none,10,7071,141420,1171700,8,9812
add-none,10,7081,141620,1140700,8,1921
add-none,10,7091,141820,1150400,8,-5098
add-none,10,7101,142020,1112300,7,-7469
add-none,10,7111,142220,1153700,8,-6244
add-none,10,7121,142420,1156600,8,-7972
add-none,10,7131,142620,1147500,8,-5325
add-none,10,7141,142820,1142400,7,18619
add-none,10,7151,143020,1159600,8,6228
add-none,10,7161,143220,1150400,8,-3783
add-none,10,7171,143420,1099800,7,3728
add-none,10,7181,143620,1196700,8,-1569
add-none,10,7191,143820,1171400,8,5391
add-none,10,7201,144020,1142200,7,-76
add-none,10,7211,144220,1158600,8,6008
add-none,10,7221,144420,1113600,7,7540
add-none,10,7231,144620,1151200,7,-4030
add-none,10,7241,144820,1183600,8,9722
add-none,10,7251,145020,1161700,8,-3516
add-none,10,7261,145220,1043900,7,15003
add-none,10,7271,145420,1172900,8,-5137
add-none,10,7281,145620,973900,6,0
